,Gender_Male,Gender_Other,Marital Status_Married,Marital Status_Single,Job Role_Developer,Job Role_Manager,Job Role_Sales,Department_IT,Department_Marketing,Department_Sales,Work Location_On-site,Work Location_Remote,Age,Education Level,Tenure,Salary,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Work_Stress,Dissatisfaction,Stagnation_Flag,Projects_Per_Year,Salary_Performance_Ratio,Commute_Burden,Overwork_Flag
4147,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,1.0,12.0,81899.0,3.0,37.0,41.0,0.0,15.0,0.77,1.0,236.0,11.0,15.0,5.3,0.189873417721519,0.7,1,2.8461538461538463,2.729966666666667,16.5,0
3033,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,12.0,140955.0,4.0,10.0,71.0,0.0,42.0,0.14,1.0,284.0,9.0,42.0,1.6,0.44210526315789467,1.7000000000000002,1,0.7692307692307693,3.523875,37.800000000000004,1
3588,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,2.0,2.0,139316.0,2.0,10.0,86.0,0.0,27.0,0.81,1.0,228.0,19.0,47.0,1.6,0.3537117903930131,1.03,0,3.3333333333333335,6.9658,89.3,0
5653,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,10.0,87942.0,5.0,19.0,70.0,0.0,1.0,0.05,2.0,172.0,7.0,10.0,5.8,0.011560693641618497,1.37,1,1.7272727272727273,1.75884,7.0,0
5411,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,12.0,117799.0,4.0,43.0,73.0,0.0,1.0,0.39,1.0,276.0,16.0,27.0,2.9,0.010830324909747294,1.3199999999999998,1,3.3076923076923075,2.944975,43.2,0
9244,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,1.0,1.0,146431.0,5.0,38.0,16.0,0.0,34.0,0.94,1.0,169.0,12.0,21.0,5.2,0.6000000000000001,0.54,0,19.0,2.92862,25.2,0
9065,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,1.0,14.0,142676.0,4.0,8.0,2.0,0.0,13.0,0.73,2.0,265.0,18.0,36.0,6.4,0.09774436090225563,0.63,1,0.5333333333333333,3.5669,64.8,0
4848,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,0.0,2.0,64273.0,1.0,3.0,87.0,0.0,24.0,0.06,1.0,249.0,17.0,43.0,7.0,0.28800000000000003,1.24,0,1.0,6.4273,73.1,0
9966,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,1.0,10.0,51193.0,4.0,42.0,59.0,0.0,4.0,0.62,1.0,290.0,8.0,34.0,9.9,0.041237113402061855,0.38999999999999996,1,3.8181818181818183,1.279825,27.200000000000003,0
8398,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,1.0,12.0,147689.0,5.0,9.0,93.0,0.0,34.0,0.1,1.0,214.0,16.0,45.0,4.4,0.4744186046511628,1.46,1,0.6923076923076923,2.95378,72.0,0
7239,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,2.0,8.0,30233.0,3.0,11.0,44.0,0.0,31.0,0.45,1.0,178.0,3.0,22.0,2.8,0.5195530726256984,1.27,1,1.2222222222222223,1.0077666666666667,6.6,0
5581,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,3.0,13.0,125678.0,1.0,17.0,98.0,0.0,38.0,0.89,3.0,210.0,13.0,18.0,8.1,0.18009478672985782,0.30000000000000004,1,1.2142857142857142,12.5678,23.400000000000002,0
481,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,0.0,12.0,126266.0,2.0,46.0,26.0,0.0,16.0,0.51,0.0,265.0,16.0,43.0,8.4,0.24060150375939848,0.6499999999999999,1,3.5384615384615383,6.3133,68.8,0
8200,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,13.0,65050.0,2.0,39.0,6.0,0.0,30.0,0.3,3.0,274.0,2.0,45.0,7.2,0.10909090909090909,0.98,1,2.7857142857142856,3.2525,9.0,0
9347,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,0.0,95694.0,2.0,9.0,85.0,0.0,20.0,0.27,1.0,241.0,10.0,40.0,9.3,0.24793388429752067,0.7999999999999999,0,9.0,4.7847,40.0,0
8238,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36.0,0.0,8.0,124695.0,4.0,35.0,4.0,0.0,22.0,0.07,1.0,251.0,7.0,36.0,2.7,0.26190476190476186,1.66,1,3.888888888888889,3.117375,25.2,0
9391,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,1.0,6.0,123307.0,4.0,39.0,28.0,0.0,30.0,0.62,2.0,178.0,7.0,40.0,9.1,0.33519553072625696,0.47000000000000003,1,5.571428571428571,3.082675,28.0,0
1154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,0.0,14.0,68933.0,3.0,4.0,62.0,0.0,30.0,0.26,0.0,260.0,5.0,36.0,7.7,0.45977011494252873,0.97,1,0.26666666666666666,2.2977666666666665,18.0,0
1674,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,147630.0,4.0,44.0,45.0,0.0,3.0,0.16,1.0,204.0,4.0,31.0,5.1,0.04390243902439025,1.33,0,22.0,3.69075,12.4,0
8676,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,1.0,0.0,106676.0,3.0,22.0,5.0,0.0,47.0,0.14,2.0,252.0,15.0,9.0,1.1,0.3715415019762846,1.75,0,22.0,3.5558666666666667,13.5,1
1418,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,3.0,72703.0,3.0,33.0,24.0,0.0,30.0,0.8,2.0,246.0,19.0,30.0,3.5,0.242914979757085,0.85,0,8.25,2.4234333333333336,57.0,0
9157,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,41.0,2.0,9.0,95213.0,5.0,6.0,44.0,0.0,44.0,0.77,2.0,298.0,19.0,44.0,7.5,0.29431438127090304,0.48,1,0.6,1.90426,83.6,1
6592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,1.0,7.0,138880.0,1.0,40.0,82.0,0.0,10.0,0.16,1.0,156.0,13.0,37.0,9.7,0.1910828025477707,0.87,1,5.0,13.888,48.1,0
2835,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,54.0,1.0,0.0,81206.0,1.0,12.0,2.0,0.0,13.0,0.55,3.0,280.0,16.0,29.0,6.5,0.046263345195729534,0.7999999999999999,0,12.0,8.1206,46.400000000000006,0
3151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,3.0,2.0,138800.0,1.0,32.0,22.0,0.0,36.0,0.45,0.0,283.0,9.0,45.0,2.9,0.5070422535211268,1.26,0,10.666666666666666,13.88,40.5,1
7257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,1.0,2.0,35373.0,2.0,40.0,29.0,1.0,11.0,0.07,1.0,234.0,16.0,6.0,3.6,0.1404255319148936,1.5699999999999998,0,13.333333333333334,1.76865,9.600000000000001,0
1487,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,13.0,131193.0,3.0,47.0,95.0,0.0,0.0,0.43,0.0,239.0,0.0,40.0,2.2,0.0,1.35,1,3.357142857142857,4.3731,0.0,0
2652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,13.0,111217.0,1.0,4.0,72.0,0.0,48.0,0.85,1.0,286.0,0.0,45.0,7.5,0.5017421602787457,0.4,1,0.2857142857142857,11.1217,0.0,1
3460,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,1.0,3.0,52516.0,3.0,7.0,21.0,0.0,21.0,0.26,1.0,223.0,17.0,25.0,2.4,0.28125,1.5,0,1.75,1.7505333333333333,42.5,0
9377,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,5.0,56133.0,4.0,13.0,83.0,0.0,16.0,0.07,1.0,298.0,13.0,47.0,4.9,0.1605351170568562,1.44,0,2.1666666666666665,1.403325,61.1,0
5660,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,1.0,7.0,33596.0,3.0,4.0,94.0,0.0,18.0,0.54,1.0,197.0,18.0,10.0,8.9,0.2727272727272727,0.57,1,0.5,1.1198666666666666,18.0,0
7322,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,1.0,8.0,149439.0,5.0,46.0,42.0,0.0,26.0,0.85,2.0,283.0,1.0,29.0,8.2,0.18309859154929578,0.33000000000000007,1,5.111111111111111,2.98878,2.9000000000000004,0
6278,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,3.0,1.0,76574.0,1.0,2.0,73.0,0.0,12.0,0.6,1.0,178.0,11.0,41.0,2.2,0.2011173184357542,1.1800000000000002,0,1.0,7.6574,45.1,0
2800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,2.0,48436.0,1.0,1.0,25.0,0.0,11.0,0.13,1.0,163.0,12.0,12.0,9.2,0.20121951219512196,0.9500000000000001,0,0.3333333333333333,4.8436,14.399999999999999,0
2604,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,57.0,1.0,3.0,97362.0,4.0,1.0,76.0,0.0,47.0,0.65,0.0,277.0,15.0,16.0,1.5,0.6762589928057554,1.2,0,0.25,2.43405,24.0,1
1339,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,54.0,2.0,2.0,127713.0,1.0,9.0,64.0,0.0,38.0,0.71,1.0,160.0,15.0,13.0,8.0,0.7080745341614907,0.49000000000000005,0,3.0,12.7713,19.5,0
4214,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,0.0,12.0,38126.0,3.0,47.0,28.0,0.0,19.0,0.34,1.0,263.0,17.0,19.0,5.9,0.21590909090909094,1.0699999999999998,1,3.6153846153846154,1.2708666666666666,32.3,0
57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,1.0,11.0,48236.0,3.0,43.0,56.0,0.0,10.0,0.97,2.0,160.0,4.0,30.0,4.5,0.12422360248447205,0.5800000000000001,1,3.5833333333333335,1.6078666666666668,12.0,0
3940,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.0,2.0,8.0,126249.0,2.0,29.0,82.0,0.0,16.0,0.14,0.0,237.0,6.0,9.0,3.7,0.2689075630252101,1.49,1,3.2222222222222223,6.31245,5.3999999999999995,0
2320,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0,3.0,14.0,135930.0,2.0,9.0,45.0,0.0,19.0,0.75,0.0,229.0,8.0,40.0,8.5,0.33043478260869563,0.4,1,0.6,6.7965,32.0,0
3845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,1.0,10.0,83759.0,3.0,2.0,66.0,0.0,17.0,0.63,1.0,227.0,9.0,20.0,2.0,0.22368421052631576,1.17,1,0.18181818181818182,2.7919666666666667,18.0,0
3597,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,2.0,10.0,93669.0,5.0,22.0,14.0,0.0,46.0,0.52,0.0,193.0,19.0,8.0,9.6,0.9484536082474226,0.52,1,2.0,1.87338,15.2,0
5389,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,1.0,12.0,51296.0,1.0,33.0,89.0,0.0,34.0,0.69,2.0,166.0,5.0,29.0,1.1,0.40718562874251496,1.2000000000000002,1,2.5384615384615383,5.1296,14.5,0
823,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,2.0,0.0,111898.0,5.0,16.0,59.0,0.0,33.0,0.6,1.0,236.0,18.0,42.0,4.8,0.4177215189873418,0.92,0,16.0,2.23796,75.60000000000001,0
302,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,1.0,9.0,100460.0,3.0,3.0,20.0,0.0,13.0,0.99,1.0,241.0,19.0,31.0,3.3,0.16115702479338845,0.68,1,0.3,3.3486666666666665,58.9,0
332,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,58.0,1.0,10.0,94151.0,1.0,2.0,39.0,0.0,5.0,0.01,2.0,261.0,8.0,6.0,9.7,0.03816793893129771,1.02,1,0.18181818181818182,9.4151,4.800000000000001,0
2123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,2.0,12.0,96576.0,2.0,10.0,58.0,0.0,10.0,0.08,1.0,201.0,7.0,6.0,4.6,0.14851485148514854,1.46,1,0.7692307692307693,4.8288,4.199999999999999,0
3960,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,3.0,2.0,89640.0,5.0,46.0,89.0,0.0,39.0,0.03,2.0,299.0,19.0,1.0,4.6,0.26,1.51,0,15.333333333333334,1.7928,1.9,1
8828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,1.0,9.0,65874.0,1.0,15.0,16.0,0.0,24.0,0.76,1.0,163.0,17.0,49.0,2.2,0.4390243902439024,1.02,1,1.5,6.5874,83.3,0
7938,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,1.0,4.0,149575.0,3.0,14.0,31.0,0.0,9.0,0.6,1.0,225.0,13.0,1.0,8.6,0.11946902654867256,0.54,0,2.8,4.985833333333333,1.3,0
4285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,9.0,74678.0,1.0,33.0,97.0,0.0,46.0,0.33,1.0,273.0,16.0,28.0,9.5,0.5036496350364963,0.72,1,3.3,7.4678,44.800000000000004,1
980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,2.0,4.0,143995.0,4.0,36.0,76.0,0.0,49.0,0.53,2.0,291.0,8.0,49.0,7.2,0.3356164383561644,0.75,0,7.2,3.599875,39.2,1
2231,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,2.0,9.0,86038.0,2.0,10.0,48.0,0.0,45.0,0.06,2.0,151.0,16.0,45.0,8.1,0.5921052631578947,1.13,1,1.0,4.3019,72.0,0
6038,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,1.0,6.0,80808.0,5.0,27.0,23.0,0.0,12.0,0.79,0.0,198.0,3.0,37.0,1.9,0.24120603015075376,1.02,1,3.857142857142857,1.61616,11.1,0
9164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,2.0,5.0,94029.0,5.0,5.0,49.0,0.0,48.0,0.03,1.0,255.0,16.0,8.0,8.7,0.5625,1.1,0,0.8333333333333334,1.88058,12.8,1
4812,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,1.0,12.0,61328.0,3.0,31.0,46.0,0.0,23.0,0.73,2.0,194.0,11.0,30.0,5.2,0.2358974358974359,0.75,1,2.3846153846153846,2.0442666666666667,33.0,0
7361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,0.0,4.0,85859.0,2.0,44.0,8.0,0.0,28.0,0.31,1.0,177.0,16.0,20.0,9.6,0.47191011235955055,0.73,0,8.8,4.29295,32.0,0
2030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,36.0,1.0,10.0,132915.0,5.0,18.0,71.0,0.0,21.0,0.18,1.0,290.0,1.0,47.0,4.0,0.21649484536082472,1.42,1,1.6363636363636365,2.6583,4.7,0
7230,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0,2.0,7.0,113567.0,1.0,37.0,92.0,0.0,0.0,0.54,2.0,252.0,8.0,12.0,7.4,0.0,0.72,1,4.625,11.3567,9.600000000000001,0
3853,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,1.0,10.0,106929.0,4.0,39.0,47.0,0.0,2.0,0.32,1.0,158.0,0.0,41.0,5.0,0.03773584905660378,1.18,1,3.5454545454545454,2.673225,0.0,0
2705,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,1.0,13.0,31007.0,2.0,49.0,4.0,1.0,35.0,0.78,1.0,157.0,16.0,17.0,8.2,0.6645569620253164,0.4,0,3.5,1.55035,27.200000000000003,0
6860,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,1.0,1.0,114300.0,4.0,18.0,64.0,0.0,12.0,0.46,0.0,179.0,5.0,12.0,2.9,0.26666666666666666,1.25,0,9.0,2.8575,6.0,0
5058,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,35.0,1.0,5.0,73341.0,4.0,49.0,24.0,0.0,16.0,0.31,0.0,188.0,8.0,49.0,7.1,0.3386243386243386,0.98,0,8.166666666666666,1.833525,39.2,0
1710,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,1.0,8.0,101800.0,4.0,18.0,15.0,0.0,7.0,0.12,1.0,289.0,5.0,20.0,5.1,0.07241379310344828,1.37,1,2.0,2.545,10.0,0
5539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,1.0,6.0,141018.0,2.0,13.0,78.0,0.0,19.0,0.12,3.0,262.0,12.0,0.0,5.6,0.07224334600760456,1.32,1,1.8571428571428572,7.0509,0.0,0
6307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,1.0,6.0,110276.0,1.0,21.0,76.0,0.0,14.0,0.17,1.0,284.0,12.0,22.0,9.0,0.1473684210526316,0.9299999999999999,1,3.0,11.0276,26.4,0
1262,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,137832.0,4.0,47.0,40.0,0.0,30.0,0.97,1.0,265.0,3.0,8.0,3.1,0.3383458646616541,0.7200000000000001,0,47.0,3.4458,2.4,0
9380,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,1.0,14.0,88985.0,2.0,42.0,82.0,0.0,18.0,0.99,0.0,198.0,10.0,0.0,6.4,0.36180904522613067,0.37,1,2.8,4.44925,0.0,0
7300,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,3.0,7.0,95637.0,1.0,5.0,97.0,0.0,16.0,0.08,2.0,229.0,19.0,29.0,4.2,0.1391304347826087,1.5,1,0.625,9.5637,55.099999999999994,0
2432,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,43.0,1.0,4.0,127323.0,1.0,18.0,11.0,1.0,23.0,0.9,2.0,288.0,12.0,21.0,2.4,0.15916955017301038,0.86,0,3.6,12.7323,25.2,0
4224,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,48.0,1.0,12.0,99335.0,5.0,45.0,54.0,0.0,11.0,0.62,1.0,249.0,4.0,42.0,7.4,0.132,0.6399999999999999,1,3.4615384615384617,1.9867,16.8,0
5972,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,11.0,68800.0,4.0,36.0,42.0,0.0,41.0,0.48,3.0,164.0,6.0,10.0,8.3,0.24848484848484848,0.69,1,3.0,1.72,6.0,0
3509,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,8.0,85535.0,3.0,28.0,9.0,0.0,13.0,0.63,1.0,216.0,8.0,22.0,2.3,0.17972350230414746,1.1400000000000001,1,3.111111111111111,2.851166666666667,17.6,0
3809,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,8.0,55153.0,1.0,16.0,62.0,0.0,15.0,0.48,1.0,202.0,5.0,14.0,8.3,0.22167487684729065,0.69,1,1.7777777777777777,5.5153,7.0,0
5894,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,11.0,72846.0,4.0,9.0,52.0,0.0,33.0,0.04,1.0,194.0,12.0,10.0,6.4,0.5076923076923077,1.3199999999999998,1,0.75,1.82115,12.0,0
7545,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,1.0,4.0,132073.0,5.0,49.0,43.0,0.0,35.0,0.47,2.0,261.0,19.0,13.0,1.3,0.26717557251908397,1.4,0,9.8,2.64146,24.7,1
5413,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,9.0,87725.0,1.0,14.0,6.0,0.0,8.0,0.58,1.0,249.0,8.0,23.0,3.3,0.096,1.09,1,1.4,8.7725,18.400000000000002,0
9294,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,0.0,14.0,64997.0,2.0,38.0,78.0,0.0,25.0,0.76,3.0,241.0,3.0,39.0,5.6,0.10330578512396695,0.68,1,2.533333333333333,3.24985,11.7,0
4128,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,5.0,146733.0,4.0,37.0,35.0,0.0,3.0,0.08,1.0,240.0,7.0,10.0,4.0,0.03734439834024896,1.52,0,6.166666666666667,3.668325,7.0,0
3194,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,57.0,0.0,9.0,139049.0,4.0,4.0,15.0,0.0,2.0,0.4,2.0,280.0,16.0,23.0,8.1,0.014234875444839857,0.79,1,0.4,3.476225,36.800000000000004,0
9524,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,1.0,10.0,60568.0,4.0,5.0,13.0,0.0,21.0,0.39,1.0,238.0,4.0,1.0,3.2,0.2635983263598326,1.29,1,0.45454545454545453,1.5142,0.4,0
24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,1.0,9.0,44938.0,1.0,29.0,63.0,0.0,15.0,0.14,0.0,295.0,18.0,9.0,6.9,0.20270270270270271,1.17,1,2.9,4.4938,16.2,0
6045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,51.0,1.0,9.0,131171.0,5.0,38.0,48.0,0.0,36.0,0.28,1.0,176.0,1.0,47.0,4.4,0.6101694915254238,1.2799999999999998,1,3.8,2.62342,4.7,0
6989,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,2.0,14.0,60884.0,2.0,42.0,18.0,1.0,14.0,0.4,1.0,204.0,19.0,33.0,7.0,0.20487804878048782,0.8999999999999999,0,2.8,3.0442,62.699999999999996,0
448,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,9.0,32601.0,5.0,0.0,23.0,0.0,49.0,0.37,2.0,291.0,9.0,45.0,8.3,0.3356164383561644,0.7999999999999999,1,0.0,0.65202,40.5,1
5037,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,59.0,2.0,7.0,124465.0,1.0,43.0,12.0,0.0,10.0,0.19,1.0,243.0,6.0,37.0,9.5,0.12295081967213115,0.8600000000000001,1,5.375,12.4465,22.2,0
9479,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,34.0,0.0,3.0,121339.0,1.0,36.0,27.0,0.0,11.0,0.93,1.0,249.0,16.0,18.0,1.5,0.132,0.9199999999999999,0,9.0,12.1339,28.8,0
1204,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,1.0,5.0,36475.0,2.0,48.0,61.0,0.0,8.0,0.84,0.0,265.0,10.0,21.0,9.6,0.12030075187969924,0.20000000000000007,0,8.0,1.82375,21.0,0
1340,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,1.0,11.0,72732.0,1.0,26.0,24.0,0.0,22.0,0.86,1.0,186.0,10.0,4.0,4.5,0.3529411764705882,0.6900000000000001,1,2.1666666666666665,7.2732,4.0,0
5681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,1.0,14.0,87298.0,1.0,17.0,4.0,0.0,11.0,0.61,1.0,161.0,5.0,22.0,1.3,0.2037037037037037,1.2599999999999998,1,1.1333333333333333,8.7298,11.0,0
6536,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,14.0,93063.0,3.0,31.0,13.0,1.0,2.0,0.74,1.0,176.0,11.0,49.0,8.8,0.03389830508474576,0.37999999999999995,0,2.066666666666667,3.1021,53.900000000000006,0
2920,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,1.0,13.0,112702.0,1.0,17.0,99.0,0.0,41.0,0.59,2.0,152.0,14.0,19.0,8.4,0.5359477124183006,0.5700000000000001,1,1.2142857142857142,11.2702,26.599999999999998,0
4387,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,1.0,13.0,97698.0,3.0,16.0,15.0,0.0,6.0,0.18,2.0,232.0,9.0,13.0,3.5,0.05150214592274678,1.4700000000000002,1,1.1428571428571428,3.2566,11.700000000000001,0
